Text                     ,HR                       ,"Veloc, Vento",Pisc_scobert,Pisc_scobert_50m2,50m2_Ts_colect   ,PavCol_scobert,Pisc_ccobert_50m2
18.25625,68.75,4.06875,18.21708507,24.47194927,18.25625,18.90864685,24.73344274
17.7625,70.75,3.95625,18.16393368,24.33106404,17.7625,18.8465044,24.58854826
17.2625,72.75,3.90625,18.10818007,24.18959529,17.2625,18.78194838,24.46304004
16.71875,74.75,3.85625,18.0495474,24.04721787,16.71875,18.7146982,24.39559352
16.16875,76.75,3.80625,17.98777152,23.90362148,16.16875,18.64448613,24.32595738
15.61875,78.75,3.7125,17.92301424,23.75918906,15.61875,18.57149858,24.25448147
15.06875,80.75,3.6125,17.85547846,23.61433189,15.06875,18.49596185,24.18155148
14.5625,83.1875,3.81875,17.78459877,23.46660847,14.5625,18.41711279,24.10524106
14.0625,85.6875,4.06875,17.70957392,23.31347053,14.0625,18.33396457,24.02340824
13.9125,86.4375,3.00625,17.63698985,23.1691213,13.9125,18.25391377,23.94722683
13.8125,86.9375,1.75625,17.568095,23.03831327,13.8125,18.17855928,23.87741438
13.49375,87.875,1.81875,17.48497983,22.8869025,13.49375,18.08822305,23.78183877
13.14375,88.875,2.06875,17.40435589,22.74045096,13.14375,18.00065337,23.69277452
12.88125,90.3125,2.58125,17.33672148,22.61617196,12.88125,17.92710737,23.62928832
12.63125,91.8125,3.13125,17.2637933,22.48188665,12.63125,17.84775399,23.55705324
12.38125,92.4375,3.1125,17.18793384,22.34340599,12.38125,17.76532159,23.48070327
12.13125,92.9375,3.0125,17.11153342,22.20625987,12.13125,17.68253661,23.40494353
11.96875,93.875,2.65,17.03663655,22.07385446,11.96875,17.60159049,23.3324219
11.81875,94.875,2.25,16.96530289,21.94960356,11.81875,17.52468927,23.26581293
11.7125,95.4375,2.1125,16.8962326,21.83070605,11.7125,17.45037343,23.20292752
11.6125,95.9375,2.0125,16.82806417,21.71430372,11.6125,17.37712196,23.14151778
11.55625,96.4375,2.9625,16.75538727,21.58936301,11.55625,17.29892084,23.07233992
11.50625,96.9375,4.0625,16.67341825,21.44624341,11.50625,17.21045829,22.98655538
11.675,96.5625,3.9375,16.59766913,21.30927381,21.70503461,17.12794732,22.89978509
11.875,96.0625,3.6375,16.5625971,21.23548518,23.34923884,17.08647379,22.84689506
12.425,94.25,3.46875,16.52559191,21.15627528,22.74266856,17.04334851,22.79222206
13.025,92.25,3.31875,16.52576885,21.15353085,24.44227489,17.03761236,22.78535258
13.8,89.8125,3.65,16.52776861,21.14362229,23.85059172,17.0336586,22.75205939
14.6,87.3125,4.05,16.56139579,21.20626851,25.30547424,17.06106076,22.7899301
15.4875,83.9375,4.45,16.59915878,21.26415248,24.9793741,17.09234058,22.82224005
16.3875,80.4375,4.85,16.6639745,21.37087861,26.11998853,17.14825307,22.90265203
17.2,77.8125,4.375,16.73455877,21.4793803,25.89997405,17.21245051,22.98549605
18,75.3125,3.775,16.82426447,21.62613762,26.62642508,17.29883432,23.10858903
18.58125,73.25,4.09375,16.9163776,21.77095743,26.4526985,17.38994167,23.23023775
19.13125,71.25,4.54375,17.014607,21.92010902,26.68993954,17.48871682,23.35530028
19.375,70.125,4.3375,17.11117732,22.06169606,26.51359187,17.5874049,23.472919
19.575,69.125,4.0375,17.20034815,22.18904139,26.27903331,17.68015984,23.57739404
19.6,69.4375,4.175,17.28471085,22.30664786,26.09352205,17.76902259,23.67256234
19.6,69.9375,4.375,17.35381348,22.38927753,25.4915304,17.84291217,23.73256059
19.5125,70,4.61875,17.41667741,22.45881703,25.2928962,17.91043021,23.7792534
19.4125,70,4.86875,17.45758826,22.48207776,24.48612065,17.95545247,23.76732715
19.225,70.875,4.4625,17.49116205,22.48400173,24.70492925,17.99254074,23.7460845
19.025,71.875,3.9625,17.50128247,22.442231,23.6241423,18.00561336,23.6823881
18.825,72.4375,4.03125,17.50459253,22.39383804,23.28587542,18.01077233,23.61237193
18.625,72.9375,4.18125,17.48684273,22.31458627,25.52494001,17.99331512,23.51161084
18.3375,73.875,3.7625,17.46422811,22.23009072,23.38926725,17.96956709,23.40930332
18.0375,74.875,3.2625,17.43005296,22.136174,18.1998684,17.93314908,23.29934615
17.7375,75.875,3.06875,17.39256519,22.04255347,17.7375,17.88999932,23.19066947
17.4375,76.875,2.91875,17.35380011,21.94970039,17.4375,17.84577295,23.0833312
17.09375,78.3125,3.25,17.31320628,21.85470294,17.09375,17.79967633,22.97380052
16.74375,79.8125,3.65,17.26999603,21.75457702,16.74375,17.75069492,22.87456715
16.39375,80.875,3.4375,17.22465906,21.65275116,16.39375,17.69962109,22.82116755
16.04375,81.875,3.1375,17.17802872,21.5528203,16.04375,17.64757419,22.76888069
15.65,83.3125,3.1,17.12974527,21.45316431,15.65,17.59406508,22.71637671
15.25,84.8125,3.1,17.07926265,21.35201793,15.25,17.53842207,22.66217831
14.89375,86.3125,3.1,17.02681998,21.24961154,14.89375,17.48088368,22.60643536
14.54375,87.8125,3.1,16.97265138,21.14617021,14.54375,17.42168335,22.54929604
14.0625,89.3125,3.0125,16.91623622,21.04153976,14.0625,17.36033884,22.49087556
13.5625,90.8125,2.9125,16.85178311,20.92708457,13.5625,17.2907515,22.42163987
13.325,91.875,3.5125,16.76770249,20.78210647,13.325,17.2003601,22.31856189
13.125,92.875,4.2125,16.68431569,20.63709946,13.125,17.11058879,22.21660863
12.925,93.4375,4.2125,16.61404436,20.51344158,12.925,17.03481515,22.1392632
12.725,93.9375,4.1125,16.54326434,20.39078785,12.725,16.95868287,22.06236956
12.525,94.4375,4.5375,16.47001412,20.26518992,12.525,16.88002243,21.98224015
12.325,94.9375,5.0375,16.39227676,20.13279957,12.325,16.79662404,21.89513888
12.2125,95.4375,4.96875,16.31282254,19.99854762,12.2125,16.71148465,21.80549901
12.1125,95.9375,4.81875,16.2344417,19.86721955,12.1125,16.62760498,21.71777234
12.0125,96.4375,5.28125,16.15477735,19.73432137,12.0125,16.54240321,21.62758322
11.9125,96.9375,5.83125,16.07155268,19.59560735,11.9125,16.45339413,21.53062942
11.9,97,5.6375,15.98810687,19.45697488,11.9,16.36418705,21.43265742
11.9,97,5.3375,15.90763996,19.32398999,11.9,16.27823313,21.3392721
12.03125,96.5625,5.34375,15.840804,19.20776756,22.71419756,16.20607293,21.25540852
12.18125,96.0625,5.39375,15.81075949,19.15993856,21.42472556,16.17075867,21.19991684
12.55,94.6875,5.26875,15.78656625,19.12400113,21.60637583,16.14140365,21.15045909
12.95,93.1875,5.11875,15.80792793,19.19012365,23.68857686,16.15776221,21.18641356
13.525,90.8125,5.7125,15.82883052,19.24621664,23.31894302,16.17357919,21.20777284
14.125,88.3125,6.4125,15.88795476,19.38083698,25.33591109,16.22731323,21.3059299
14.8125,86.25,6.28125,15.95127783,19.51041353,24.98133665,16.28289208,21.3989128
15.5125,84.25,6.03125,16.04972314,19.71004301,26.59012627,16.37788168,21.56330827
16.125,81.8125,6.7,16.15204924,19.90438422,26.3386928,16.47973023,21.72208467
16.725,79.3125,7.5,16.27471629,20.13293846,27.36080175,16.6042468,21.91322439
17.19375,77.6875,7.29375,16.39874873,20.35351408,27.1320046,16.73254049,22.09633144
17.64375,76.1875,6.94375,16.52961537,20.58484445,27.47333568,16.86995043,22.29180369
17.83125,75.5625,6.725,16.65747606,20.80645059,27.23721127,17.00628189,22.47888999
17.98125,75.0625,6.525,16.7756871,21.00532042,26.90738309,17.13435534,22.64433843
17.95625,75,7.1125,16.88661341,21.18675155,26.65261743,17.25583966,22.79219761
17.90625,75,7.8125,16.97528033,21.31456898,25.78762982,17.35494421,22.88516544
17.8125,75,7.55,17.05426124,21.4242296,25.51202683,17.44404951,22.96026505
17.7125,75,7.15,17.10398713,21.47482756,24.35341786,17.50346066,22.97801795
17.6125,75.4375,7.58125,17.14436151,21.50952645,24.06381806,17.55237545,22.98036612
17.5125,75.9375,8.13125,17.15419862,21.45725383,24.09745092,17.56895486,22.89610457
17.36875,76.4375,7.2375,17.15585558,21.39760053,23.70216546,17.57574911,22.80586738
17.21875,76.9375,6.1375,17.13166154,21.30730061,26.65080479,17.55546,22.68825578
16.98125,77.875,6.525,17.10193464,21.2126265,23.8827863,17.52770918,22.56744749
16.73125,78.875,7.125,17.05561807,21.09222957,16.96280313,17.48093465,22.42099629
16.525,79.4375,6.4125,17.00499407,20.96996901,16.525,17.42307476,22.27359693
16.325,79.9375,5.5125,16.95473291,20.85519669,16.325,17.36629657,22.13619551
16.0375,80.875,5.70625,16.9032598,20.74212542,16.0375,17.30859451,22.00155191
15.7375,81.875,6.05625,16.84859978,20.62479241,15.7375,17.24758423,21.87950037
15.48125,82.875,5.925,16.79178826,20.50600609,15.48125,17.18448352,21.80678165
15.23125,83.875,5.725,16.73402921,20.38861306,15.23125,17.12066628,21.73441763
14.9375,84.4375,5.0875,16.67570088,20.27439733,14.9375,17.05665681,21.66440949
14.6375,84.9375,4.3875,16.61748375,20.16540355,14.6375,16.99327757,21.5989751
14.38125,85,4.78125,16.55720407,20.0556115,14.38125,16.92795892,21.53268401
14.13125,85,5.33125,16.49219928,19.93872614,14.13125,16.85766299,21.45972587
14.58125,85.4375,4.7875,16.43066643,19.82661984,14.58125,16.79096669,21.38946002
15.13125,85.9375,4.0875,16.37505009,19.7225699,15.13125,16.73039477,21.32172377
15.1125,85.5625,4.175,16.30891575,19.60243293,15.1125,16.65870128,21.23203025
15.0125,85.0625,4.375,16.24643304,19.48836408,15.0125,16.59090994,21.14954375
14.86875,85,4.70625,16.19675713,19.39403765,14.86875,16.53665792,21.0905969
14.71875,85,5.05625,16.14468104,19.29617412,14.71875,16.4798817,21.02802433
14.65625,85.4375,4.575,16.09257202,19.19966091,14.65625,16.42321059,20.96627772
14.60625,85.9375,3.975,16.04281429,19.1092763,14.60625,16.36927853,20.90980523
14.5125,86,3.9,15.99387448,19.02184803,14.5125,16.31638227,20.85579674
14.4125,86,3.9,15.94423757,18.93427288,14.4125,16.26284186,20.80146271
14.4,86,3.85625,15.89455803,18.84732233,14.4,16.20932415,20.74736497
14.4,86,3.80625,15.84547541,18.76174588,14.4,16.15648033,20.6940554
14.35625,86,3.84375,15.79652063,18.67681081,14.35625,16.10381402,20.64092592
14.30625,86,3.89375,15.74724114,18.59181494,14.30625,16.05084675,20.58738054
14.3875,86,3.9875,15.70921776,18.52044768,22.7602464,16.00914705,20.5380799
14.4875,86,4.0875,15.70900177,18.52044353,20.93443757,16.0052525,20.53072816
14.675,85.125,4.49375,15.70511613,18.50288177,20.73243616,15.99760189,20.50905596
14.875,84.125,4.94375,15.73728509,18.58140955,22.74987233,16.02584224,20.55786999
15.1625,83.125,4.60625,15.76786744,18.64843128,22.20516425,16.05254599,20.59322791
15.4625,82.125,4.15625,15.83271829,18.78943476,23.96054732,16.11377167,20.70451263
15.80625,80.6875,4.31875,15.89834879,18.92432528,23.64942198,16.17330341,20.81037958
16.15625,79.1875,4.56875,15.98970033,19.11226967,25.04398581,16.26275445,20.96882736
16.4625,78.125,4.775,16.0810838,19.29230945,24.81713934,16.35480939,21.11899274
16.7625,77.125,4.975,16.1881219,19.50265424,25.6920013,16.46481421,21.29919325
17.01875,76.125,5,16.2937557,19.70408826,25.49741233,16.57560017,21.47053537
17.26875,75.125,5,16.40308479,19.91063646,25.78896639,16.69194342,21.64736117
17.34375,75,5.4375,16.5084168,20.10456443,25.59154902,16.80574406,21.81119169
17.39375,75,5.9375,16.60455,20.27411257,25.30983373,16.91121444,21.94959705
17.4,75,5.825,16.69430764,20.42927604,25.09221383,17.01093202,22.07365411
17.4,75,5.625,16.76524905,20.54428306,24.36301429,17.09216888,22.15859684
17.35625,75,4.85625,16.82912423,20.64915596,24.14434512,17.16644414,22.23533679
17.30625,75,4.00625,16.86899494,20.70795403,23.18579378,17.21663435,22.26880304
17.25625,75,4.73125,16.90145323,20.75369246,22.95847995,17.25846303,22.28944888
17.20625,75,5.68125,16.90646615,20.71781433,21.98406247,17.27102874,22.2273335
17.1125,75.4375,5.84375,16.90411953,20.66950366,21.68315114,17.27434263,22.15198636
17.0125,75.9375,5.89375,16.87840677,20.58823297,20.90002128,17.25247645,22.04275374
16.9125,76.4375,5.59375,16.84883801,20.50231978,23.24174032,17.22491787,21.93420023
16.8125,76.9375,5.24375,16.80714726,20.40444046,17.03514202,17.18358199,21.81285972
16.7125,77,5.2,16.76276736,20.30585828,16.7125,17.1337509,21.69168466
16.6125,77,5.2,16.7178606,20.20765975,16.6125,17.08347798,21.57131889
16.46875,77.4375,5.06875,16.67249739,20.11033019,16.46875,17.03287604,21.45241194
16.31875,77.9375,4.91875,16.62677015,20.01434811,16.31875,16.98207759,21.35103421
16.16875,78.4375,4.94375,16.58049846,19.91892219,16.16875,16.93084037,21.29633531
16.01875,78.9375,4.99375,16.53346689,19.82326237,16.01875,16.8788904,21.2406961
15.86875,79.4375,4.9125,16.48582887,19.7279247,15.86875,16.82642265,21.18465109
15.71875,79.9375,4.8125,16.43775722,19.63346012,15.71875,16.77364913,21.12875004
15.6125,80.4375,4.93125,16.3892601,19.53918489,15.6125,16.72050726,21.07228188
15.5125,80.9375,5.08125,16.34032145,19.44443344,15.5125,16.66691436,21.01452118
15.2375,81.875,2.8691875,16.29373402,19.35901248,15.2375,16.61638489,20.96509079
14.9375,82.875,0.3196875,16.25022633,19.28950919,14.9375,16.57023822,20.92709907
14.8125,83.4375,0.001,16.20101231,19.21858046,14.8125,16.51878257,20.87669931
14.7125,83.9375,0.001,16.15671053,19.15508298,14.7125,16.4725034,20.83488494
14.6125,84,0.001,16.12669743,19.11301119,14.6125,16.44126381,20.81842789
14.5125,84,0.001,16.09633155,19.07064643,14.5125,16.40967716,20.80181576
14.45625,84.4375,0.001,16.06578056,19.02815614,14.45625,16.37791109,20.78510714
14.40625,84.9375,0.001,16.03521143,18.98570695,14.40625,16.34613256,20.7683605
14.35625,85,0.001,16.00451968,18.94319403,14.35625,16.31423705,20.75154979
14.30625,85,0.001,15.97360436,18.90051615,14.30625,16.28212358,20.73464974
14.3,85,0.001,15.94255274,18.85776029,14.3,16.24987942,20.71769885
14.3,85,0.001,15.91145403,18.81501531,14.3,16.21759372,20.7007361
14.25625,85,0.001,15.88020252,18.77217521,14.25625,16.18516076,20.68371835
14.20625,85,0.001,15.84869638,18.72913785,14.20625,16.15247869,20.66660338
14.24375,85,0.001,15.82797873,18.69894333,22.63366975,16.13059052,20.65603227
14.29375,85,0.001,15.84502286,18.74012743,21.15925746,16.14646865,20.67574265
14.475,84.5625,0.001,15.85512372,18.75984034,20.79745344,16.15540762,20.68913353
14.675,84.0625,0.001,15.89915437,18.87016134,22.66976215,16.19828003,20.77501366
14.875,83.125,0.001,15.94048241,18.96907793,22.20086914,16.23845306,20.86345633
15.075,82.125,0.001,16.01110934,19.1317404,23.83156283,16.30792778,21.01567696
15.31875,81.125,0.001,16.08075542,19.28715773,23.5715718,16.37517004,21.16067588
15.56875,80.125,0.001,16.17326872,19.4918615,24.8650212,16.46614295,21.35498204
15.775,79.125,0.001,16.26472746,19.69007646,24.69111003,16.55940375,21.54281359
15.975,78.125,0.001,16.36963487,19.91679782,25.51913517,16.6685861,21.75916465
16.13125,78,0.001,16.47244969,20.13599288,25.37477356,16.77802138,21.96799898
16.28125,78,0.001,16.57821982,20.36018834,25.66988174,16.89242533,22.18184423
16.3875,78,0.001,16.68050754,20.57526449,25.52890991,17.00510047,22.38658056
16.4875,78,0.001,16.77505226,20.77226484,25.31360329,17.1113694,22.57325461
16.45625,78,0.001,16.86448112,20.95841935,25.16206697,17.21348434,22.74909962
16.40625,78,0.001,16.93693311,21.10765957,24.54383261,17.29912898,22.8880521
16.4,78.4375,0.001,17.00349128,21.24561412,24.38867049,17.37895591,23.01574663
16.4,78.9375,0.001,17.04805643,21.33673129,23.55358993,17.43644636,23.09663731
16.35625,79.4375,0.001,17.08675278,21.40479997,24.89432383,17.48731728,23.1550643
16.30625,79.9375,0.001,17.10152834,21.42037548,23.65255973,17.51317789,23.16155492
16.25625,80.4375,0.001,17.11069263,21.42829277,23.29817401,17.532002,23.16043296
16.20625,80.9375,0.001,17.09852688,21.4044108,24.56771662,17.5278534,23.12756052
16.1125,81,0.001,17.08276356,21.37399096,22.20447064,17.51827088,23.08875004
16.0125,81,0.001,17.05488544,21.32811753,16.2360513,17.49473766,23.03508143
15.9125,81.875,0.001,17.0244749,21.27980571,15.9125,17.46257616,22.97902088
15.8125,82.875,0.001,16.99433792,21.23186115,15.8125,17.43069658,22.92337387
15.75625,83.4375,0.001,16.96447234,21.18428096,15.75625,17.39909672,22.86813709
15.70625,83.9375,0.001,16.93487522,21.1370615,15.70625,17.36777359,22.82236943
15.56875,84.4375,0.001,16.90532662,21.08998408,15.56875,17.33650717,22.80387666
15.41875,84.9375,0.001,16.8756109,21.04282859,15.41875,17.30508181,22.78524597
15.3125,85.4375,0.001,16.84581315,20.99567992,15.3125,17.27358253,22.76651554
15.2125,85.9375,0.001,16.81601927,20.94862021,15.2125,17.2420952,22.74772285
15.1125,86,0.001,16.7861067,20.90153773,15.1125,17.21049722,22.72884022
15.0125,86,0.001,16.75597142,20.85432144,15.0125,17.17868453,22.70984006
15.2625,86,1.7068125,16.71840904,20.78690444,15.2625,17.13820819,22.67774959
15.5625,86,3.6563125,16.67016873,20.68987787,15.5625,17.08516344,22.61649374
15.55625,86,3.94375,16.60522629,20.56041503,15.55625,17.01380606,22.51735407
15.50625,86,3.99375,16.54565337,20.44020394,15.50625,16.94820774,22.42818047
15.4125,86.4375,4.0875,16.50124972,20.34473299,15.4125,16.89875851,22.36767298
15.3125,86.9375,4.1875,16.45631576,20.24884314,15.3125,16.84878269,22.30607764
15.25625,87.4375,3.71875,16.41204204,20.15583041,15.25625,16.79968274,22.24663871
15.20625,87.9375,3.16875,16.36962417,20.06893183,15.20625,16.75286029,22.19258748
15.15625,88.4375,2.925,16.32853148,19.98640069,15.15625,16.70766321,22.14223679
15.10625,88.9375,2.725,16.288222,19.90649313,15.10625,16.66342932,22.09389814
15.05625,89.4375,3.05,16.24778158,19.82630236,15.05625,16.6190445,22.04467905
15.00625,89.9375,3.45,16.206354,19.74310356,15.00625,16.57346411,21.99173975
15,90,3.5,16.16460436,19.65891209,15,16.52748883,21.93713502
15,90,3.5,16.12315359,19.5755988,15,16.48186574,21.88287306
15.04375,90,4.375,16.09375293,19.50415687,22.81790002,16.44804859,21.83182666
15.09375,90,5.375,16.10069379,19.4979912,21.94418697,16.45005722,21.80246612
15.23125,89.5625,5.10625,16.10326693,19.47383895,21.77301846,16.44761395,21.76845366
15.38125,89.0625,4.65625,16.14457166,19.55389492,23.77760074,16.48421841,21.81338015
15.61875,88.5625,4.775,16.18455289,19.62463592,23.29377942,16.51962705,21.84723029
15.86875,88.0625,4.975,16.25825849,19.76617793,25.07371797,16.58716315,21.95164758
16.11875,87.5625,5.13125,16.33236035,19.90016808,24.7775311,16.6554694,22.04836797
16.36875,87.0625,5.28125,16.43280201,20.08856274,26.18586583,16.7534721,22.19945614
16.61875,86.125,5.3,16.53318438,20.26984166,25.97103886,16.85408063,22.34365591
16.86875,85.125,5.3,16.649206,20.48286136,26.86454156,16.97274966,22.52009356
17.03125,84.5625,5.475,16.76314419,20.68622329,26.66901946,17.09154941,22.6870002
17.18125,84.0625,5.675,16.87988207,20.89239545,26.95653959,17.21492349,22.85652071
17.24375,83.5625,5.9625,16.99171466,21.08467383,26.74888322,17.33482834,23.01181884
17.29375,83.0625,6.2625,17.0932668,21.2520071,26.4476195,17.44538635,23.14174076
17.3,82.5625,6.16875,17.18763547,21.40445143,26.22235511,17.54940512,23.25713275
17.3,82.0625,6.01875,17.26204051,21.51490457,25.46600083,17.63376454,23.33162956
17.25625,82,6.21875,17.32835666,21.61048557,25.22719556,17.70979825,23.39172197
17.20625,82,6.46875,17.36842813,21.64970053,24.21248281,17.75880308,23.39533733
17.15625,82,6.19375,17.40078864,21.67635411,23.95754667,17.79909607,23.3872369
17.10625,82,5.84375,17.40639718,21.6321043,23.91716722,17.81152232,23.30820136
17.05625,82,5.275,17.40596867,21.58395454,23.56673388,17.81659725,23.22670978
17.00625,82,4.675,17.38257088,21.50597241,26.54456539,17.79731228,23.11792359
16.9125,82,5.16875,17.35472867,21.42266486,23.93852317,17.77162269,23.00627536
16.8125,82,5.81875,17.31139824,21.31431271,17.13758944,17.72809765,22.87075174
16.75625,82,5.375,17.26514204,21.204034,16.75625,17.67782872,22.73378686
16.70625,82,4.775,17.21983106,21.09974165,16.70625,17.62660598,22.60492968
16.6125,82,4.7875,17.17486296,20.9983969,16.6125,17.57598236,22.48014332
16.5125,82,4.8875,17.12915559,20.89659322,16.5125,17.52463954,22.37122836
16.4125,82.4375,4.85625,17.08311229,20.79523777,16.4125,17.47303056,22.31068301
16.3125,82.9375,4.80625,17.03716886,20.69520375,16.3125,17.42163791,22.25042038
16.16875,83,4.58125,16.99097354,20.59671655,16.16875,17.3701696,22.1909831
16.01875,83,4.33125,16.94423637,20.50004103,16.01875,17.3183928,22.13294847
15.9125,83,4.43125,16.8967758,20.40372417,15.9125,17.26599635,22.07487155
15.8125,83,4.58125,16.84833771,20.30630883,15.8125,17.21260303,22.01527163
15.1,85.1875,4.29375,16.79649733,20.20684605,15.1,17.15593971,21.95389163
14.3,87.6875,3.94375,16.73404905,20.09689899,14.3,17.0886677,21.88160305
14.025,88.4375,4.03125,16.65271129,19.96161312,14.025,17.00181585,21.78001423
13.825,88.9375,4.18125,16.57510083,19.83275687,13.825,16.91896955,21.68579791
13.66875,89.4375,3.71875,16.51329384,19.72925957,13.66875,16.85292454,21.62070754
13.51875,89.9375,3.16875,16.45387028,19.63180398,13.51875,16.78963481,21.56102306
13.4125,90,2.575,16.39719038,19.54084429,13.4125,16.72947077,21.50723763
13.3125,90,1.975,16.34364428,19.45690883,13.3125,16.67283709,21.45984851
13.2125,90,2.55625,16.2891283,19.37192424,13.2125,16.61522248,21.41134935
13.1125,90,3.30625,16.22953822,19.27804589,13.1125,16.55213723,21.35421801
13.05625,90,3.225,16.16806786,19.18126922,13.05625,16.48706295,21.29394484
13.00625,90,3.025,16.10777252,19.08719856,13.00625,16.42331818,21.23593488
12.95625,90,3.48125,16.04643699,18.99163151,12.95625,16.35848252,21.17603691
12.90625,90,4.03125,15.98209853,18.89076148,13.00567576,16.29040203,21.11022226
13.03125,89.5625,3.44375,15.93097604,18.80783417,19.4150862,16.23563937,21.05215382
13.18125,89.0625,2.69375,15.92349908,18.80640478,21.21837385,16.22495286,21.03307972
13.4625,87.6875,3.2125,15.90858845,18.77966269,20.66290789,16.20688023,21.00799501
13.7625,86.1875,3.9125,15.92405529,18.83218167,22.35234175,16.21886655,21.03690909
14.19375,84.25,4.2625,15.9372549,18.87261707,21.9147334,16.22838271,21.04409461
14.64375,82.25,4.5625,15.98047692,18.97392244,23.40342009,16.26782372,21.11148499
15.1375,80.25,4.99375,16.02495751,19.06917841,23.14666504,16.30704417,21.17191377
15.6375,78.25,5.44375,16.09375291,19.21115222,24.32600156,16.37097117,21.27794653
16.09375,76.25,5.0625,16.16472336,19.35022629,24.13626074,16.44029837,21.381678
16.54375,74.25,4.5625,16.25188348,19.52169918,24.87756533,16.52834363,21.52003323
16.90625,73.125,4.675,16.33939828,19.68887019,24.72275897,16.61896713,21.65502026
17.25625,72.125,4.875,16.43144732,19.86088281,24.97190956,16.71584795,21.79456822
17.3875,71.5625,4.85625,16.52090733,20.02418195,24.81475072,16.81164548,21.92556868
17.4875,71.0625,4.80625,16.60255719,20.16976854,24.58083097,16.900787,22.03945168
17.5,71.4375,4.275,16.6794061,20.30671819,24.40459303,16.98606289,22.146192
17.5,71.9375,3.675,16.74049247,20.41244086,23.78853459,17.05625144,22.22407899
17.4125,72,4.3875,16.79495072,20.50511553,23.60124601,17.11971826,22.28878966
17.3125,72,5.2875,16.82534347,20.54431082,22.76138496,17.15820589,22.29757803
17.25625,72.4375,5.61875,16.84842347,20.55574103,24.85293937,17.188236,22.27793881
17.20625,72.9375,5.86875,16.84794595,20.51505134,23.67708404,17.19343526,22.20654076
17.06875,73.4375,5.59375,16.84151501,20.46749932,23.34350801,17.19129694,22.12901485
16.91875,73.9375,5.24375,16.81359433,20.39122956,25.55249085,17.16629172,22.02434376
16.76875,74.4375,4.63125,16.78221957,20.31374032,23.12641444,17.13640773,21.91900888
16.61875,74.9375,3.98125,16.73927724,20.22338449,16.92948076,17.09365632,21.80560765
16.425,75.875,4.03125,16.69389756,20.13278329,16.425,17.04560286,21.6930532
16.225,76.875,4.18125,16.64714944,20.04060608,16.225,16.9943894,21.57887302
16.025,77.4375,4.41875,16.59905726,19.94662479,16.025,16.9417801,21.46272003
15.825,77.9375,4.66875,16.54918291,19.85017034,15.825,16.88731358,21.35966069
15.625,78.875,4.175,16.49890392,19.75500761,15.625,16.83260607,21.30466602
15.425,79.875,3.575,16.44979475,19.6649989,15.425,16.77946141,21.25364071
15.225,80.4375,2.93125,16.40196541,19.5803311,15.225,16.72799792,21.20695794
15.025,80.9375,2.28125,16.35562542,19.50133401,15.025,16.67843753,21.1650472
14.825,81.4375,2.8125,16.30826637,19.4215679,14.825,16.62787986,21.12221627
14.625,81.9375,3.5125,16.25707476,19.33448419,14.625,16.57313776,21.07248964
14.90625,82,2.0254375,16.2096059,19.25463196,14.90625,16.52246586,21.02837204
15.25625,82,0.2259375,16.16847504,19.19015726,15.25625,16.47902206,20.99347507
15.125,82,0.001,16.12077877,19.12090051,15.125,16.42915309,20.94322152
14.925,82,0.001,16.07734513,19.05840996,14.925,16.3838031,20.90139373
14.725,82.875,0.001,16.04770363,19.01680678,14.725,16.35297391,20.88493578
14.525,83.875,0.001,16.01766557,18.97486614,14.525,16.32175366,20.86824546
14.36875,84.4375,0.001,15.98722006,18.93257692,14.36875,16.29013148,20.85133678
14.21875,84.9375,0.001,15.95636037,18.88993216,14.21875,16.25810059,20.83422476
14.1125,85.4375,0.001,15.9251691,18.84701423,14.1125,16.22574358,20.81694673
14.0125,85.9375,0.001,15.89373029,18.80390691,14.0125,16.19314449,20.79954042
13.95625,86,0.001,15.86204579,18.76061178,13.95625,16.16030512,20.78202298
13.90625,86,0.001,15.83012081,18.71713378,13.90625,16.12723067,20.76441239
13.9,86.4375,0.001,15.79813144,18.67364868,13.9,16.0940972,20.74676934
13.9,86.9375,0.001,15.76660861,18.63068711,14.15587248,16.06143562,20.72924332
13.9875,86.5625,0.001,15.75282977,18.6087908,23.05174323,16.04652319,20.71879525
14.0875,86.0625,0.001,15.77553334,18.65769026,21.14513977,16.06809733,20.75057131
14.40625,84.6875,0.001,15.80470509,18.7242883,21.80396954,16.09614324,20.79535288
14.75625,83.1875,0.001,15.88073568,18.89862508,24.12630199,16.17105079,20.92765391
15.2375,81.6875,0.001,15.95392365,19.06845191,24.08128381,16.24311791,21.08629694
15.7375,80.1875,0.001,16.06872974,19.32620177,26.19214019,16.3548318,21.33287857
16.28125,78.25,0.001,16.18312304,19.58192935,26.27985723,16.46987657,21.57744032
16.83125,76.25,0.001,16.3298086,19.90704734,28.03784606,16.62098671,21.89138936
17.3375,74.6875,0.001,16.47582674,20.22782499,28.09102712,16.77505899,22.20098464
17.8375,73.1875,0.001,16.64129254,20.59055664,29.34730608,16.9519126,22.55251767
18.20625,71.6875,0.001,16.80428187,20.94431435,29.23566428,17.12947388,22.8950544
18.55625,70.1875,0.001,16.97114761,21.30519986,29.7109366,17.3136361,23.24469764
18.73125,69.5625,0.001,17.13302926,21.65305555,29.54377854,17.49517046,23.58128937
18.88125,69.0625,0.001,17.28371034,21.97397215,29.23474698,17.66727466,23.89092521
18.85625,69.4375,0.001,17.42730701,22.27886548,29.02209899,17.83354004,24.18452632
