12/06/2023 10:41,22,23,73
12/06/2023 10:42,22,23,73
12/06/2023 10:43,22,23,73
12/06/2023 10:47,22,23,73
12/06/2023 10:48,22,23,73
12/06/2023 10:49,22,23,73
12/06/2023 10:51,22,23,73
12/06/2023 10:54,22,23,76
12/06/2023 10:57,22,23,76
12/06/2023 10:59,22,23,76
12/06/2023 10:59,22,23,76
12/06/2023 11:00,22,23,76
12/06/2023 11:00,22,23,76
12/06/2023 11:00,22,23,76
12/06/2023 11:01,22,23,76
12/06/2023 11:01,22,23,76
12/06/2023 11:02,22,23,76
12/06/2023 11:02,22,23,76
12/06/2023 11:02,22,23,76
12/06/2023 11:03,22,23,76
12/06/2023 11:03,22,23,76
12/06/2023 11:04,22,23,76
12/06/2023 11:05,22,23,76
12/06/2023 11:05,22,23,76
12/06/2023 11:06,22,23,76
12/06/2023 11:09,22,23,76
12/06/2023 11:09,22,23,76
12/06/2023 11:12,22,23,76
12/06/2023 11:13,22,23,76
12/06/2023 11:13,22,23,76
12/06/2023 11:15,22,23,76
12/06/2023 11:17,22,23,76
12/06/2023 11:18,22,23,76
12/06/2023 11:19,22,23,76
12/06/2023 11:19,22,23,76
12/06/2023 11:19,22,23,76
12/06/2023 11:19,22,23,76
12/06/2023 14:45,24,26,73
12/06/2023 14:49,24,26,73
12/06/2023 14:50,24,26,73
12/06/2023 14:50,24,26,73
12/06/2023 15:11,24,26,73
12/06/2023 15:12,24,26,73
12/06/2023 15:12,24,26,73
12/06/2023 15:14,24,26,73
12/06/2023 10:41,22,23,73
12/06/2023 10:42,22,23,73
12/06/2023 10:43,22,23,73
12/06/2023 10:47,22,23,73
12/06/2023 10:48,22,23,73
12/06/2023 10:49,22,23,73
12/06/2023 10:51,22,23,73
12/06/2023 10:54,22,23,76
12/06/2023 10:57,22,23,76
12/06/2023 10:59,22,23,76
12/06/2023 10:59,22,23,76
12/06/2023 11:00,22,23,76
12/06/2023 11:00,22,23,76
12/06/2023 11:00,22,23,76
12/06/2023 11:01,22,23,76
12/06/2023 11:01,22,23,76
12/06/2023 11:02,22,23,76
12/06/2023 11:02,22,23,76
12/06/2023 11:02,22,23,76
12/06/2023 11:03,22,23,76
12/06/2023 11:03,22,23,76
12/06/2023 11:04,22,23,76
12/06/2023 11:05,22,23,76
12/06/2023 11:05,22,23,76
12/06/2023 11:06,22,23,76
12/06/2023 11:09,22,23,76
12/06/2023 11:09,22,23,76
12/06/2023 11:12,22,23,76
12/06/2023 11:13,22,23,76
12/06/2023 11:13,22,23,76
12/06/2023 11:15,22,23,76
12/06/2023 11:17,22,23,76
12/06/2023 11:18,22,23,76
12/06/2023 11:19,22,23,76
12/06/2023 11:19,22,23,76
12/06/2023 11:19,22,23,76
12/06/2023 11:19,22,23,76
12/06/2023 14:45,24,26,73
