2023-05-26T00:00,19.9,11.3,66
2023-05-26T01:00,19.5,10.4,69
2023-05-26T02:00,19.3,11.2,71
2023-05-26T03:00,19.1,11.9,74
2023-05-26T04:00,18.8,10.1,76
2023-05-26T05:00,18.5,8.8,78
2023-05-26T06:00,18.2,9.8,78
2023-05-26T07:00,19.1,6.9,75
2023-05-26T08:00,20.4,3.6,69
2023-05-26T09:00,21.5,3.1,70
2023-05-26T10:00,21.4,5.8,72
2023-05-26T11:00,20.6,12.8,76
2023-05-26T12:00,20.5,17.1,74
2023-05-26T13:00,20.7,17.6,72
2023-05-26T14:00,20.6,16.9,73
2023-05-26T15:00,20.3,17.8,74
2023-05-26T16:00,20.2,16.6,73
2023-05-26T17:00,19.8,16.3,75
2023-05-26T18:00,19.3,15.3,79
2023-05-26T19:00,18.9,13.3,80
2023-05-26T20:00,18.3,10.4,82
2023-05-26T21:00,18.0,7.9,86
2023-05-26T22:00,17.6,6.2,88
2023-05-26T23:00,17.3,5.0,89
2023-05-27T00:00,16.9,4.6,90
2023-05-27T01:00,16.6,5.7,92
2023-05-27T02:00,16.4,6.2,93
2023-05-27T03:00,16.2,5.9,93
2023-05-27T04:00,16.0,3.3,94
2023-05-27T05:00,15.9,4.3,96
2023-05-27T06:00,15.9,4.0,94
2023-05-27T07:00,17.3,3.6,85
2023-05-27T08:00,18.6,0.8,77
2023-05-27T09:00,19.9,3.4,69
2023-05-27T10:00,20.4,8.7,68
2023-05-27T11:00,20.3,12.7,69
2023-05-27T12:00,20.9,15.4,68
2023-05-27T13:00,21.2,19.8,66
2023-05-27T14:00,21.2,22.3,65
2023-05-27T15:00,20.9,24.3,68
2023-05-27T16:00,20.7,24.5,68
2023-05-27T17:00,20.2,24.2,68
2023-05-27T18:00,19.7,23.1,72
2023-05-27T19:00,19.2,21.4,77
2023-05-27T20:00,19.0,19.6,78
2023-05-27T21:00,19.0,15.3,74
2023-05-27T22:00,18.4,12.8,72
2023-05-27T23:00,17.5,11.5,79
2023-05-28T00:00,16.9,10.8,82
2023-05-28T01:00,16.4,10.0,85
2023-05-28T02:00,16.1,9.7,86
2023-05-28T03:00,15.9,9.1,87
2023-05-28T04:00,15.7,8.4,88
2023-05-28T05:00,15.4,6.3,89
2023-05-28T06:00,15.4,5.8,88
2023-05-28T07:00,16.9,7.1,79
2023-05-28T08:00,18.3,8.6,72
2023-05-28T09:00,19.6,9.9,66
2023-05-28T10:00,20.4,13.8,63
2023-05-28T11:00,20.4,16.0,66
2023-05-28T12:00,20.6,19.5,66
2023-05-28T13:00,20.8,23.0,67
2023-05-28T14:00,20.8,24.0,68
2023-05-28T15:00,20.6,24.1,70
2023-05-28T16:00,20.4,24.2,72
2023-05-28T17:00,20.0,24.7,73
2023-05-28T18:00,19.5,24.0,74
2023-05-28T19:00,18.9,22.3,80
2023-05-28T20:00,18.4,19.1,83
2023-05-28T21:00,18.4,15.5,84
2023-05-28T22:00,18.3,11.7,79
2023-05-28T23:00,17.6,8.3,80
2023-05-29T00:00,16.9,6.6,82
2023-05-29T01:00,16.5,7.8,83
2023-05-29T02:00,16.1,7.8,86
2023-05-29T03:00,15.6,6.4,88
2023-05-29T04:00,15.3,6.1,89
2023-05-29T05:00,14.9,5.4,90
2023-05-29T06:00,14.6,5.2,90
2023-05-29T07:00,16.3,4.0,83
2023-05-29T08:00,18.2,1.3,68
2023-05-29T09:00,19.6,3.4,62
2023-05-29T10:00,20.3,7.0,61
2023-05-29T11:00,20.6,10.6,64
2023-05-29T12:00,20.4,14.3,65
2023-05-29T13:00,21.0,18.4,65
2023-05-29T14:00,20.9,22.0,66
2023-05-29T15:00,20.6,23.8,70
2023-05-29T16:00,20.4,23.8,72
2023-05-29T17:00,20.1,23.1,72
2023-05-29T18:00,19.8,21.4,74
2023-05-29T19:00,19.5,19.5,77
2023-05-29T20:00,19.3,16.6,81
2023-05-29T21:00,18.9,14.5,84
2023-05-29T22:00,18.3,13.4,85
2023-05-29T23:00,17.7,12.8,84
2023-05-30T00:00,17.2,12.1,84
2023-05-30T01:00,16.8,10.9,85
2023-05-30T02:00,16.4,9.2,86
2023-05-30T03:00,16.1,7.9,87
2023-05-30T04:00,15.7,7.1,89
2023-05-30T05:00,15.3,6.6,90
2023-05-30T06:00,15.4,6.6,89
2023-05-30T07:00,16.7,6.9,82
2023-05-30T08:00,18.5,8.0,73
2023-05-30T09:00,20.0,9.5,66
2023-05-30T10:00,20.7,12.0,63
2023-05-30T11:00,21.1,16.0,63
2023-05-30T12:00,21.4,20.0,63
2023-05-30T13:00,21.7,22.7,63
2023-05-30T14:00,21.9,24.7,64
2023-05-30T15:00,21.9,26.1,66
2023-05-30T16:00,21.6,26.7,68
2023-05-30T17:00,21.1,25.9,71
2023-05-30T18:00,20.6,23.9,73
2023-05-30T19:00,20.3,19.8,72
2023-05-30T20:00,20.0,16.7,70
2023-05-30T21:00,19.6,16.3,70
2023-05-30T22:00,18.9,15.0,72
2023-05-30T23:00,18.1,13.1,76
2023-05-31T00:00,17.4,11.4,79
2023-05-31T01:00,16.9,9.3,81
2023-05-31T02:00,16.5,7.2,83
2023-05-31T03:00,16.2,5.5,85
2023-05-31T04:00,15.7,5.1,88
2023-05-31T05:00,15.2,5.4,90
2023-05-31T06:00,15.4,5.3,89
2023-05-31T07:00,16.9,3.4,81
2023-05-31T08:00,19.1,1.4,70
2023-05-31T09:00,20.8,3.4,61
2023-05-31T10:00,21.5,6.5,59
2023-05-31T11:00,21.8,9.7,59
2023-05-31T12:00,22.0,12.3,60
2023-05-31T13:00,22.6,14.6,62
2023-05-31T14:00,22.4,17.1,62
2023-05-31T15:00,22.0,18.4,63
2023-05-31T16:00,21.5,18.5,64
2023-05-31T17:00,20.8,18.1,66
2023-05-31T18:00,20.2,17.2,69
2023-05-31T19:00,19.6,15.6,74
2023-05-31T20:00,19.0,13.7,80
2023-05-31T21:00,18.6,11.7,85
2023-05-31T22:00,18.4,10.0,87
2023-05-31T23:00,18.3,8.5,88
2023-06-01T00:00,18.2,6.5,87
2023-06-01T01:00,18.2,5.1,85
2023-06-01T02:00,18.2,6.1,82
2023-06-01T03:00,18.2,7.6,80
2023-06-01T04:00,18.0,7.6,82
2023-06-01T05:00,17.9,6.1,85
2023-06-01T06:00,18.1,5.7,85
2023-06-01T07:00,18.8,7.6,80
2023-06-01T08:00,19.9,11.0,72
2023-06-01T09:00,20.8,13.3,65
2023-06-01T10:00,21.6,14.3,60
2023-06-01T11:00,22.4,14.6,57
2023-06-01T12:00,22.9,14.7,54
2023-06-01T13:00,23.2,13.2,53
2023-06-01T14:00,23.2,11.5,54
2023-06-01T15:00,23.1,10.1,54
2023-06-01T16:00,22.9,9.8,54
2023-06-01T17:00,22.6,9.7,53
2023-06-01T18:00,22.0,9.2,55
2023-06-01T19:00,21.2,7.8,60
2023-06-01T20:00,20.1,5.6,67
2023-06-01T21:00,19.1,4.0,74
2023-06-01T22:00,18.4,3.1,80
2023-06-01T23:00,17.7,3.4,85
2023-05-30T00:00,17.2,8.9,81
2023-05-30T01:00,16.6,6.0,84
2023-05-30T02:00,16.2,5.0,86
2023-05-30T03:00,16.0,5.5,86
2023-05-30T04:00,15.6,5.5,88
2023-05-30T05:00,15.4,6.1,90
2023-05-30T06:00,15.4,5.6,91
2023-05-30T07:00,17.0,6.7,82
2023-05-30T08:00,18.5,8.4,74
2023-05-30T09:00,20.3,9.8,65
2023-05-30T10:00,20.9,13.4,65
2023-05-30T11:00,21.2,14.7,65
2023-05-30T12:00,21.3,18.5,65
2023-05-30T13:00,21.4,21.1,69
2023-05-30T14:00,21.4,21.7,69
2023-05-30T15:00,21.3,21.7,69
2023-05-30T16:00,21.1,20.7,71
2023-05-30T17:00,20.7,20.3,73
2023-05-30T18:00,20.2,19.7,76
2023-05-30T19:00,19.6,18.3,79
2023-05-30T20:00,19.3,15.9,81
2023-05-30T21:00,19.3,13.3,81
2023-05-30T22:00,18.9,11.0,76
2023-05-30T23:00,18.2,9.7,78
2023-05-31T00:00,17.4,8.7,82
2023-05-31T01:00,16.9,7.7,82
2023-05-31T02:00,16.5,6.2,83
2023-05-31T03:00,15.8,4.8,85
2023-05-31T04:00,15.2,4.4,87
2023-05-31T05:00,14.6,3.9,88
2023-05-31T06:00,14.4,4.1,87
2023-05-31T07:00,16.4,2.9,81
2023-05-31T08:00,19.0,0.8,61
2023-05-31T09:00,20.6,3.3,56
2023-05-31T10:00,21.5,7.9,55
2023-05-31T11:00,21.7,10.0,57
2023-05-31T12:00,22.2,11.7,56
2023-05-31T13:00,22.0,15.3,58
2023-05-31T14:00,21.8,18.4,59
2023-05-31T15:00,21.8,16.6,57
2023-05-31T16:00,20.8,16.4,67
2023-05-31T17:00,20.6,16.5,71
2023-05-31T18:00,20.3,16.3,70
2023-05-31T19:00,19.7,15.9,76
2023-05-31T20:00,19.4,13.8,81
2023-05-31T21:00,19.7,11.2,76
2023-05-31T22:00,19.2,9.9,68
2023-05-31T23:00,18.7,7.9,70
2023-06-01T00:00,18.3,4.8,71
2023-06-01T01:00,18.2,3.6,72
2023-06-01T02:00,18.0,4.3,75
2023-06-01T03:00,18.2,0.4,74
2023-06-01T04:00,18.2,1.4,74
2023-06-01T05:00,18.3,7.6,75
2023-06-01T06:00,18.4,4.7,79
2023-06-01T07:00,19.0,3.0,79
2023-06-01T08:00,20.1,3.9,72
2023-06-01T09:00,20.8,4.7,68
2023-06-01T10:00,21.2,6.0,68
2023-06-01T11:00,22.1,6.8,62
2023-06-01T12:00,22.8,7.9,58
2023-06-01T13:00,23.0,10.5,58
2023-06-01T14:00,22.8,11.7,59
2023-06-01T15:00,22.4,12.0,61
2023-06-01T16:00,21.9,13.0,64
2023-06-01T17:00,21.6,12.3,65
2023-06-01T18:00,21.2,11.8,69
2023-06-01T19:00,20.7,10.2,69
2023-06-01T20:00,20.0,6.9,73
2023-06-01T21:00,19.6,5.2,77
2023-06-01T22:00,19.3,5.4,77
2023-06-01T23:00,18.7,5.4,74
2023-06-02T00:00,18.2,4.4,74
2023-06-02T01:00,17.5,3.6,78
2023-06-02T02:00,16.7,3.2,82
2023-06-02T03:00,16.2,3.3,82
2023-06-02T04:00,16.1,4.0,79
2023-06-02T05:00,15.8,3.8,79
2023-06-02T06:00,16.2,3.6,77
2023-06-02T07:00,18.3,4.1,70
2023-06-02T08:00,20.9,8.0,57
2023-06-02T09:00,22.0,11.3,61
2023-06-02T10:00,22.6,10.7,58
2023-06-02T11:00,23.2,13.0,55
2023-06-02T12:00,23.3,14.2,58
2023-06-02T13:00,23.3,14.1,60
2023-06-02T14:00,23.1,13.2,62
2023-06-02T15:00,22.8,11.9,65
2023-06-02T16:00,22.4,9.9,68
2023-06-02T17:00,21.7,8.9,71
2023-06-02T18:00,21.1,9.2,74
2023-06-02T19:00,20.5,7.5,76
2023-06-02T20:00,19.8,4.3,78
2023-06-02T21:00,19.3,2.3,80
2023-06-02T22:00,19.1,1.5,81
2023-06-02T23:00,18.9,1.5,82
2023-06-03T00:00,18.7,1.1,83
2023-06-03T01:00,18.2,0.4,85
2023-06-03T02:00,17.5,1.5,86
2023-06-03T03:00,17.0,2.6,88
2023-06-03T04:00,16.3,3.4,90
2023-06-03T05:00,15.8,3.7,92
2023-06-03T06:00,16.1,3.4,90
2023-06-03T07:00,18.1,1.8,79
2023-06-03T08:00,21.0,0.7,64
2023-06-03T09:00,23.2,3.2,54
2023-06-03T10:00,23.8,6.4,53
2023-06-03T11:00,23.6,9.9,57
2023-06-03T12:00,23.3,12.7,60
2023-06-03T13:00,23.3,13.8,60
2023-06-03T14:00,23.2,14.1,60
2023-06-03T15:00,23.1,14.2,60
2023-06-03T16:00,22.8,14.9,61
2023-06-03T17:00,22.4,15.7,63
2023-06-03T18:00,22.0,15.2,66
2023-06-03T19:00,21.5,11.9,70
2023-06-03T20:00,20.9,7.8,74
2023-06-03T21:00,20.4,5.4,77
2023-06-03T22:00,20.0,4.3,78
2023-06-03T23:00,19.8,3.9,77
2023-06-04T00:00,19.4,4.0,77
2023-06-04T01:00,18.9,3.8,78
2023-06-04T02:00,18.4,3.6,80
2023-06-04T03:00,18.0,4.1,81
2023-06-04T04:00,17.7,4.2,82
2023-06-04T05:00,17.5,4.3,83
2023-06-04T06:00,17.3,4.2,83
2023-06-04T07:00,19.4,3.5,80
2023-06-04T08:00,22.4,2.5,69
2023-06-04T09:00,24.7,1.3,61
2023-06-04T10:00,25.4,4.0,58
2023-06-04T11:00,25.4,10.1,58
2023-06-04T12:00,25.3,14.3,58
2023-06-04T13:00,25.3,15.3,57
2023-06-04T14:00,25.3,16.1,57
2023-06-04T15:00,25.3,17.2,57
2023-06-04T16:00,25.5,16.6,58
2023-06-04T17:00,25.6,14.2,59
2023-06-04T18:00,25.4,11.3,60
2023-06-04T19:00,24.7,8.6,60
2023-06-04T20:00,23.6,7.2,60
2023-06-04T21:00,22.6,7.6,60
2023-06-04T22:00,21.9,7.5,60
2023-06-04T23:00,21.3,6.6,60
2023-06-05T00:00,20.8,5.6,61
2023-06-05T01:00,20.4,4.5,63
2023-06-05T02:00,20.0,2.8,65
2023-06-05T03:00,19.7,2.1,69
2023-06-05T04:00,19.1,1.9,76
2023-06-05T05:00,18.6,2.4,83
2023-06-05T06:00,18.7,2.3,85
2023-06-05T07:00,20.0,1.5,77
2023-06-05T08:00,22.0,1.8,63
2023-06-05T09:00,23.8,3.8,53
2023-06-05T10:00,25.0,5.8,49
2023-06-05T11:00,25.9,8.1,48
2023-06-05T12:00,26.4,10.0,48
2023-06-05T13:00,26.0,12.2,49
2023-06-05T14:00,25.2,15.1,52
2023-06-05T15:00,24.4,16.8,54
2023-06-05T16:00,23.9,16.3,55
2023-06-05T17:00,23.5,15.3,55
2023-06-05T18:00,23.1,14.0,57
2023-06-05T19:00,22.5,11.1,61
2023-06-05T20:00,21.9,7.6,66
2023-06-05T21:00,21.4,5.2,71
2023-06-05T22:00,20.8,2.8,77
2023-06-05T23:00,20.3,0.8,84
