['24/05/2023 18:00'],['21'],['9'],[73]
['24/05/2023 18:01'],['21'],['9'],[73]
24/05/2023 18:02,21,9,73
25/05/2023 11:39,21,15,73
25/05/2023 11:40,21,15,73
25/05/2023 11:45,21,15,73
14/06/2023 11:49,22,16,68
